UPRN,R Route,D Route,G Route,F Route,C Route,R Day,R Wk,D Day,D WK,G Day,G Wk,F Day,F Wk,C Day,F Wk
9059051126,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059069037,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059015104,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059017614,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059046086,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059069038,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059071614,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059012386,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059020282,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059063486,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059066602,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059001857,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059009842,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059047496,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059040815,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059067688,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059066753,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059020822,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059030049,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059036039,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059060858,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059066395,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059024680,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059082513,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059039865,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059018609,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059069821,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059023367,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059021795,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059032753,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059068281,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059037669,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059002155,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059016505,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059021225,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099916,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099924,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099921,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099927,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099930,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099922,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099923,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099917,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099918,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099919,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099920,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099925,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099926,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059049655,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059064326,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059039715,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059059378,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059029721,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059049821,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059019964,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059039877,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059049874,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059067289,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059067775,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059063077,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059065597,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099890,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059060454,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099891,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059060818,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059028454,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059061302,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059073854,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059049372,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059023623,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059059259,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059046767,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059058884,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059056410,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059048396,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059060859,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059047940,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059066015,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059037123,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099898,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059036740,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059063430,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059053805,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059049043,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059044073,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059083068,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059050526,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059024441,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059079813,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059034254,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059008500,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059059377,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059033719,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059008209,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059059121,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099893,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099894,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099895,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099896,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099897,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099899,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099900,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099901,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099902,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099903,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059060598,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099904,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059032267,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099905,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099909,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099906,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099910,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099907,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099911,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099908,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099912,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099913,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099914,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059099915,REF107,DMR107,G12,F11,C21,T,1,T,2,Tu,4,F,1,Tu,2
9059071594,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067061,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067340,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067824,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059101833,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059101834,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059058713,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059007553,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059039821,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059041357,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059014255,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059033674,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059020828,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059051885,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059014142,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059068779,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059008778,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059068303,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059003698,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067830,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059052744,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067339,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059049787,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067060,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059005108,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059071610,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059070829,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059040175,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059081191,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059066336,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059028219,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059014672,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059072561,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059040313,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059027104,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059079139,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059063610,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059003602,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059007224,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059032510,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059065373,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059027358,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059058621,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059002548,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059046927,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059046582,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059051190,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059055783,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059050332,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059054839,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059008789,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059042673,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059016964,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059063429,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059037731,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059011987,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059042062,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059041619,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059046200,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059049661,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095749,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095750,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095753,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095751,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095754,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095752,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095755,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095756,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095757,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095758,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095760,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095762,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095742,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095743,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095744,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095746,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095747,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095748,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100596,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100603,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100597,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100604,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100598,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100605,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100599,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100606,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100600,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100601,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100602,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059001670,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059052987,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059002054,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059053355,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059007341,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059019804,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059058443,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059066014,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100607,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100608,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100609,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100610,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059014985,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100611,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059071407,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100612,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059040417,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100613,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059014769,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100614,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059060027,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100615,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059029213,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100616,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059064808,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100617,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059033718,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100618,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059069299,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100619,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059038520,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100620,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059068780,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100621,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059043003,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100622,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059009112,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100623,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059035711,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100624,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059049941,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100625,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059018707,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100626,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059026244,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059100627,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059051091,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059051883,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059025623,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059056648,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059025521,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059048161,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059032811,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059028848,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059078061,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059055052,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059024095,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059064996,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059082742,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059008498,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059059548,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095950,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059095951,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059011026,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059067687,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059036959,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059018366,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059006041,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059069666,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059000856,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059044129,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059047330,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059013293,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059068473,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059037674,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059058712,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059046084,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059032897,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059015103,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059058620,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059071611,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059027229,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059040668,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059068661,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059066503,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059042739,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059035601,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
9059004854,REF107,DMR107,G12,F11,C21,M,1,M,2,Tu,4,F,1,Tu,2
